customer id,Name,Personal status ,Present residence since,Present employment since,Job,age,Housing,Telephone,foreign worker
DK-1315048,David Kendrick,female : divorced/separated,4,3,unskilled ,24,rent,none,yes
RW-9540117,Rick Wilson,male   : single,4,10,skilled employee ,23,rent,none,yes
PS-1904527,Penelope Sewall,male   : divorced/separated,4,3,management,44,rent,yes,yes
AB-101051402,Adrian Barton,female : divorced/separated,4,1,unskilled ,23,own,none,yes
MO-1780066,Meg O'Connel,female : divorced/separated,2,3,skilled employee ,24,rent,none,yes
NF-1847527,Neil Französisch,male   : single,4,3,skilled employee ,28,own,none,yes
MR-1754558,Mathew Reese,male   : divorced/separated,2,3,unskilled ,31,own,none,yes
CB-1241548,Christy Brittain,female : divorced/separated,4,1,skilled employee ,24,for free,yes,yes
LC-1705092,Liz Carlisle,female : divorced/separated,4,5,unskilled ,26,rent,none,yes
RA-1988527,Ruben Ausman,male   : married/widowed,3,1,skilled employee ,25,rent,none,yes
MG-814533,Mike Gockenbach,male   : single,1,10,management,33,own,yes,yes
AB-101051408,Adrian Barton,male   : single,1,1,unskilled ,37,own,none,yes
EM-1396058,Eric Murdock,female : divorced/separated,2,3,unskilled ,43,own,none,yes
DJ-1342082,Denny Joy,male   : single,4,1,skilled employee ,23,own,none,yes
CD-1192045,Carlos Daly,female : divorced/separated,4,0,unemployed,23,rent,none,yes
BO-1142582,Bobby Odegard,male   : single,2,3,unskilled ,34,own,none,yes
AB-101051404,Adrian Barton,male   : single,3,10,skilled employee ,32,for free,none,yes
KM-16720102,Kunst Miller,female : divorced/separated,4,1,skilled employee ,23,rent,yes,yes
SV-2078545,Stewart Visinsky,female : divorced/separated,2,3,skilled employee ,29,own,none,no
BG-1169582,Brooke Gillingham,male   : single,4,0,management,38,own,yes,yes
CS-121307,Chad Sievert,male   : single,2,3,skilled employee ,28,rent,yes,yes
BD-163561,Brian Derr,male   : single,4,10,skilled employee ,46,for free,yes,yes
RF-19345120,Randy Ferguson,male   : single,2,1,unskilled ,23,own,none,yes
JE-1616559,Justin Ellison,male   : single,4,10,skilled employee ,49,own,yes,yes
MG-768060,Maureen Gastineau,male   : single,2,3,management,26,own,yes,yes
CC-1247558,Cindy Chapman,male   : married/widowed,2,3,skilled employee ,28,own,none,yes
LT-1676564,Larry Tron,female : divorced/separated,4,5,skilled employee ,23,rent,none,yes
FH-14365120,Fred Hopkins,male   : single,4,3,skilled employee ,61,for free,none,yes
BF-1097545,Barbara Fisher,male   : single,3,10,management,37,own,none,yes
CJ-1201027,Caroline Jumper,female : divorced/separated,2,3,skilled employee ,36,own,yes,yes
SH-997557,Sally Hughsby,male   : married/widowed,2,3,skilled employee ,21,rent,none,yes
SL-2015582,Sara Luxemburg,male   : single,1,0,unemployed,25,own,none,yes
NC-834073,Nat Carroll,male   : single,4,5,skilled employee ,36,own,yes,yes
JB-5400117,Jennifer Braxton,male   : single,1,5,skilled employee ,27,own,none,yes
TB-2125031,Tim Brockman,female : divorced/separated,4,1,skilled employee ,22,rent,none,yes
PS-1897028,Paul Stevenson,male   : single,2,10,skilled employee ,42,own,none,yes
BB-1154548,Brenda Bowman,female : divorced/separated,4,5,skilled employee ,40,rent,none,yes
SG-1047047,Sheri Gordon,male   : single,4,3,skilled employee ,36,own,none,yes
SP-20920130,Susan Pistek,male   : single,4,10,skilled employee ,33,own,yes,yes
NZ-1856558,Nick Zandusky,female : divorced/separated,3,1,skilled employee ,23,rent,none,yes
Dp-1324027,Dean percer,male   : single,4,10,management,63,for free,yes,yes
GZ-1447064,Gary Zandusky,female : divorced/separated,4,10,management,60,for free,yes,yes
AH-1007582,Adam Hart,female : divorced/separated,4,5,skilled employee ,37,rent,none,yes
CB-2025103,Cassandra Brandow,male   : married/widowed,3,0,skilled employee ,34,own,none,yes
SC-200507,Sample Company A,male   : single,4,10,skilled employee ,36,for free,none,yes
AM-10705125,Anne McFarland,male   : single,2,10,management,57,for free,yes,yes
SC-102302,Scot Coram,female : divorced/separated,4,3,unskilled ,52,own,none,yes
JS-1559559,Jill Stevenson,male   : single,4,5,skilled employee ,39,own,yes,yes
BS-1138059,Bill Stewart,female : divorced/separated,4,0,management,38,for free,yes,yes
TC-21295130,Toby Carlisle,female : divorced/separated,4,5,skilled employee ,25,rent,none,yes
JL-5130108,Jack Lebron,male   : single,1,1,skilled employee ,26,own,none,yes
Dp-1324066,Dean percer,male   : single,2,3,unskilled ,26,own,none,yes
NF-1838511,Natalie Fritzler,female : divorced/separated,1,3,skilled employee ,25,own,none,yes
AS-10090139,Adam Shillingsburg,female : divorced/separated,2,1,skilled employee ,21,rent,yes,yes
EL-137357,Ed Ludwig,male   : single,4,0,management,40,own,yes,yes
FH-1427559,Frank Hawley,male   : single,4,3,skilled employee ,27,own,none,yes
LT-1676558,Larry Tron,female : divorced/separated,2,5,skilled employee ,27,own,none,yes
BN-1147027,Brad Norvell,male   : married/widowed,2,3,management,30,own,yes,yes
BP-11230120,Benjamin Patterson,female : divorced/separated,4,1,unskilled ,19,rent,none,yes
DM-1352558,Don Miller,male   : single,4,5,management,39,for free,yes,yes
SM-1032025,Sean Miller,female : divorced/separated,4,5,skilled employee ,31,own,none,yes
PM-191357,Peter McVee,male   : single,3,0,management,31,own,none,yes
TS-1143085,Tom Stivers,male   : single,3,5,skilled employee ,32,rent,yes,yes
TS-2134018,Toby Swindell,female : divorced/separated,4,0,management,55,for free,none,yes
AM-107057,Anne McFarland,male   : married/widowed,2,3,skilled employee ,46,own,yes,yes
LS-1724582,Lynn Smith,male   : divorced/separated,1,10,skilled employee ,46,rent,none,yes
CM-1181597,Candace McMahon,female : divorced/separated,1,3,unskilled ,43,own,none,yes
FG-1426045,Frank Gastineau,male   : married/widowed,4,1,skilled employee ,39,own,yes,yes
KN-670560,Kristina Nunn,male   : married/widowed,4,3,skilled employee ,28,own,none,yes
TB-1152089,Tracy Blumstein,male   : single,2,1,skilled employee ,27,own,yes,yes
GM-1444091,Gary McGarr,male   : single,2,3,unskilled ,27,own,none,yes
AB-10523,Adrian Barton,male   : single,4,10,skilled employee ,43,own,none,yes
JB-1540051,Jennifer Braxton,male   : married/widowed,1,1,skilled employee ,22,own,yes,yes
JS-1603097,Joy Smith,male   : single,4,5,skilled employee ,43,own,yes,yes
AM-10705102,Anne McFarland,male   : married/widowed,2,1,skilled employee ,27,own,none,no
SF-2020039,Sarah Foster,male   : divorced/separated,2,10,management,26,own,yes,yes
JF-1529531,Jason Fortune-,male   : married/widowed,2,5,skilled employee ,28,own,yes,yes
KH-16510102,Keith Herrera,female : divorced/separated,4,10,skilled employee ,20,own,yes,yes
DL-1333058,Denise Leinenbach,male   : single,2,5,management,35,own,yes,yes
KN-163907,Katherine Nockton,male   : single,2,0,management,42,own,yes,yes
SV-2093527,Susan Vittorini,male   : single,2,3,unskilled ,40,rent,none,no
MD-178607,Michael Dominguez,female : divorced/separated,2,3,skilled employee ,35,own,none,yes
LS-1720045,Luke Schmidt,male   : single,2,10,skilled employee ,35,own,yes,yes
JM-1586582,John Murray,male   : single,1,1,unskilled ,33,own,none,yes
CM-124457,Chuck Magee,female : divorced/separated,2,3,skilled employee ,23,rent,yes,yes
SS-20140104,Saphhira Shifley,female : divorced/separated,2,5,management,31,own,none,yes
BW-1111058,Bart Watters,female : divorced/separated,2,3,skilled employee ,33,own,none,yes
JE-1561058,Jim Epp,female : divorced/separated,3,5,skilled employee ,20,rent,none,yes
GH-1442527,Gary Hwang,male   : single,2,3,skilled employee ,30,own,none,yes
JK-1609058,Juliana Krohn,male   : single,3,5,unskilled ,47,own,none,yes
SM-2032036,Sean Miller,male   : single,3,5,management,34,own,none,yes
GR-1456082,Georgia Rosenberg,female : divorced/separated,2,10,skilled employee ,25,own,yes,yes
AB-101051406,Adrian Barton,male   : married/widowed,3,3,skilled employee ,21,rent,yes,yes
DH-367577,Duane Huffman,male   : single,2,10,skilled employee ,29,own,none,yes
MM-8280108,Muhammed MacIntyre,male   : single,3,3,skilled employee ,46,own,none,yes
PM-913560,Peter McVee,male   : single,4,10,skilled employee ,20,own,none,yes
GH-144257,Gary Hwang,female : divorced/separated,4,0,unemployed,55,for free,none,yes
JM-1586597,John Murray,male   : single,4,5,unskilled ,74,own,none,yes
CM-1211564,Chad McGuire,male   : single,3,3,management,29,own,yes,yes
SC-2084527,Sung Chung,male   : single,4,0,management,36,for free,yes,yes
GP-474086,Guy Phonely,male   : divorced/separated,2,3,skilled employee ,33,own,yes,yes
AF-1087014,Art Ferguson,male   : single,2,3,skilled employee ,25,own,none,yes
TS-2150545,Tony Sayre,male   : married/widowed,1,3,skilled employee ,25,own,yes,yes
CR-1273028,Craig Reiter,male   : married/widowed,4,5,unskilled ,23,rent,none,yes
BM-115757,Brendan Murry,female : divorced/separated,4,10,skilled employee ,37,own,yes,yes
AH-100308,Aaron Hawkins,male   : single,4,0,unemployed,65,own,none,yes
AG-1049527,Andrew Gjertsen,female : divorced/separated,1,1,unemployed,26,own,none,yes
BN-11470139,Brad Norvell,male   : single,4,10,management,39,own,yes,yes
AG-6758,Anna Gayman,female : divorced/separated,3,3,skilled employee ,30,own,none,yes
SW-2075545,Steven Ward,male   : single,3,3,skilled employee ,29,own,yes,yes
SK-1999045,Sally Knutson,male   : single,4,10,unskilled ,41,own,none,yes
MP-18175144,Mike Pelletier,female : divorced/separated,3,3,management,30,own,yes,yes
AG-1090082,Arthur Gainer,female : divorced/separated,4,10,unskilled ,41,rent,none,yes
AJ-96086,Astrea Jones,female : divorced/separated,4,1,skilled employee ,34,own,yes,yes
MC-7275137,Marc Crier,male   : single,2,3,skilled employee ,35,own,none,yes
EJ-13720113,Ed Jacobs,female : divorced/separated,4,10,management,55,own,yes,yes
MS-1736539,Maribeth Schnelling,male   : married/widowed,3,3,skilled employee ,61,own,none,yes
DH-13675139,Duane Huffman,male   : single,2,3,management,30,own,yes,yes
HE-1480018,Harold Engle,female : divorced/separated,1,3,skilled employee ,29,own,none,yes
SB-2017027,Sarah Bern,male   : single,4,10,skilled employee ,34,own,none,yes
VT-2170092,Valerie Takahito,male   : single,4,10,management,35,own,yes,yes
BC-1112592,Becky Castell,male   : single,3,6,skilled employee ,31,own,yes,yes
NF-1859527,Nicole Fjeld,female : divorced/separated,1,1,management,29,own,yes,yes
AH-101201404,Adrian Hane,male   : single,2,3,skilled employee ,36,rent,none,yes
RB-19330120,Randy Bradley,male   : single,4,10,skilled employee ,35,for free,yes,yes
CS-11950124,Carlos Soltero,female : divorced/separated,1,1,skilled employee ,27,own,none,yes
BW-11110120,Bart Watters,male   : single,2,1,skilled employee ,32,own,yes,yes
LW-1682558,Laurel Workman,male   : single,2,3,skilled employee ,37,own,none,yes
RD-19585120,Rob Dowd,male   : single,3,1,skilled employee ,36,own,none,yes
BT-1168066,Brian Thompson,female : divorced/separated,1,1,management,34,rent,none,yes
AH-101201402,Adrian Hane,male   : single,4,10,skilled employee ,38,own,none,yes
AH-101201408,Adrian Hane,male   : single,1,6,skilled employee ,34,own,yes,yes
TB-2117564,Thomas Boland,male   : single,4,3,skilled employee ,63,own,yes,yes
MD-7860137,Michael Dominguez,female : divorced/separated,2,1,unskilled ,29,rent,yes,yes
JH-1618059,Justin Hirsh,male   : single,3,10,skilled employee ,32,own,none,yes
CC-1214548,Charles Crestani,female : divorced/separated,2,3,skilled employee ,26,own,yes,yes
XP-2186539,Xylona Preis,male   : single,3,6,unskilled ,35,own,yes,yes
TS-2137058,Todd Sumrall,male   : married/widowed,2,1,skilled employee ,22,rent,yes,yes
ML-1741031,Maris LaWare,female : divorced/separated,4,1,skilled employee ,23,own,none,yes
BS-1166545,Brian Stugart,male   : single,3,3,unskilled ,28,own,none,yes
CA-1196548,Carol Adams,male   : single,4,0,management,36,own,yes,yes
QJ-1925527,Quincy Jones,male   : married/widowed,2,3,skilled employee ,33,own,none,yes
RE-1945036,Richard Eichhorn,female : divorced/separated,4,1,skilled employee ,26,rent,none,yes
CP-2085117,Cathy Prescott,male   : single,4,3,skilled employee ,24,own,none,yes
JK-5730108,Joe Kamberova,male   : single,2,6,skilled employee ,25,own,none,yes
HZ-1495045,Henia Zydlo,male   : single,4,6,unskilled ,39,own,none,yes
AR-105707,Anemone Ratner,male   : single,4,10,skilled employee ,44,own,yes,yes
EH-14005120,Erica Hernandez,female : divorced/separated,1,3,unskilled ,23,own,none,yes
JR-1570058,Jocasta Rupert,male   : single,1,1,skilled employee ,26,own,none,yes
PL-1892588,Paul Lucas,female : divorced/separated,4,10,skilled employee ,57,rent,yes,yes
TC-2114582,Theresa Coyne,female : divorced/separated,2,6,skilled employee ,30,own,none,yes
DG-1330082,Deirdre Greer,male   : single,4,3,skilled employee ,44,own,yes,yes
LW-1699045,Lindsay Williams,male   : single,4,0,management,47,own,yes,yes
Dl-1360045,Dorris liebe,male   : single,4,3,skilled employee ,52,own,yes,yes
SC-2009545,Sanjit Chand,female : divorced/separated,4,10,skilled employee ,62,for free,yes,yes
EB-1393059,Eric Barreto,male   : single,2,3,unskilled ,35,rent,none,no
SM-2000518,Sally Matthias,male   : single,3,3,skilled employee ,26,rent,none,yes
JR-1567048,Jim Radford,male   : single,2,10,skilled employee ,26,own,none,yes
CM-1216027,Charles McCrossin,female : divorced/separated,4,10,management,42,for free,yes,yes
DL-129257,Daniel Lacy,female : divorced/separated,1,3,skilled employee ,27,own,none,yes
FM-1429065,Frank Merwin,male   : single,4,10,skilled employee ,38,own,none,yes
DP-1316558,David Philippe,male   : single,2,3,unskilled ,39,rent,none,no
CK-1259592,Clytie Kelty,male   : married/widowed,4,3,skilled employee ,20,own,none,yes
GM-1444027,Gary McGarr,male   : single,1,1,management,29,rent,yes,yes
CM-1183045,Cari MacIntyre,male   : single,3,6,skilled employee ,40,own,none,yes
MM-1726027,Magdelene Morse,male   : married/widowed,2,10,unskilled ,32,own,none,yes
ME-17320139,Maria Etezadi,male   : divorced/separated,4,10,skilled employee ,28,own,yes,yes
CS-1249082,Cindy Schnelling,female : divorced/separated,1,1,skilled employee ,27,own,none,yes
GH-14410120,Gary Hansen,male   : single,4,10,skilled employee ,42,for free,none,yes
MC-1763536,Matthew Clasen,male   : divorced/separated,4,10,skilled employee ,49,own,none,yes
VT-2170018,Valerie Takahito,male   : single,4,1,skilled employee ,38,own,none,yes
SJ-2021527,Sarah Jordon,female : divorced/separated,4,1,skilled employee ,24,rent,none,yes
CD-1192027,Carlos Daly,male   : single,4,3,unskilled ,27,own,none,yes
TA-21385102,Tom Ashbrook,male   : single,2,3,skilled employee ,36,own,yes,yes
DJ-88887148,Denny Joy,male   : single,2,0,management,34,own,yes,yes
LM-7065105,Liz MacKendrick,male   : married/widowed,2,3,skilled employee ,28,own,none,yes
AR-1051064,Andrew Roberts,male   : single,2,10,management,45,own,yes,yes
JH-1591066,Jonathan Howell,male   : single,2,6,skilled employee ,26,own,none,yes
PC-1900078,Pauline Chand,male   : single,2,3,management,32,for free,yes,yes
CM-12235139,Chris McAfee,male   : single,4,6,skilled employee ,26,rent,yes,yes
DK-337533,Dennis Kane,male   : married/widowed,4,3,skilled employee ,20,rent,none,yes
EG-1390045,Emily Grady,male   : single,1,1,skilled employee ,54,own,none,yes
AH-100757,Adam Hart,female : divorced/separated,3,6,skilled employee ,37,own,none,no
AS-1063092,Ann Steele,male   : single,4,1,unskilled ,40,own,none,no
CL-1189018,Carl Ludwig,female : divorced/separated,4,1,skilled employee ,23,rent,yes,yes
CA-12265139,Christina Anderson,male   : single,2,10,skilled employee ,43,own,yes,yes
DB-1297045,Darren Budd,male   : single,4,10,skilled employee ,36,for free,none,yes
PC-1900048,Pauline Chand,male   : single,4,10,skilled employee ,44,for free,none,yes
VS-218207,Vivek Sundaresam,female : divorced/separated,2,3,skilled employee ,24,own,none,yes
AS-101351406,Adrian Shami,male   : single,4,3,skilled employee ,53,for free,none,yes
AS-13523,Adrian Shami,female : divorced/separated,4,6,skilled employee ,23,own,none,yes
JR-1567027,Jim Radford,female : divorced/separated,4,3,unskilled ,26,own,none,yes
MF-1766527,Maureen Fritzler,male   : single,3,1,skilled employee ,30,own,none,yes
EB-13930139,Eric Barreto,female : divorced/separated,3,3,skilled employee ,31,own,none,yes
EB-1397518,Erica Bern,male   : single,1,6,unskilled ,42,own,none,yes
AS-101351404,Adrian Shami,male   : divorced/separated,4,3,skilled employee ,31,rent,none,yes
MV-1748545,Mark Van Huff,male   : single,4,1,unskilled ,41,own,yes,yes
JW-1595545,Joni Wasserman,male   : single,1,6,skilled employee ,32,own,none,yes
LA-1678027,Laura Armstrong,female : divorced/separated,4,3,skilled employee ,28,rent,yes,yes
FM-1421564,Filia McAdams,male   : married/widowed,4,3,skilled employee ,41,rent,none,yes
AB-101501406,Aimee Bixby,male   : married/widowed,3,6,skilled employee ,26,own,yes,yes
MC-1757518,Matt Collins,male   : single,2,1,skilled employee ,25,own,none,yes
MC-1763582,Matthew Clasen,male   : divorced/separated,1,1,skilled employee ,33,rent,none,yes
JF-541586,Jennifer Ferguson,female : divorced/separated,3,0,management,75,own,yes,yes
AH-1021018,Alan Hwang,female : divorced/separated,4,10,skilled employee ,37,own,yes,yes
PO-1919527,Phillina Ober,male   : single,4,10,management,42,for free,none,yes
BM-1178527,Bryan Mills,female : divorced/separated,1,1,unskilled ,45,own,none,yes
KD-1634558,Katherine Ducich,male   : married/widowed,1,1,skilled employee ,23,rent,none,yes
TS-21610139,Troy Staebel,male   : single,4,10,skilled employee ,60,for free,yes,yes
AR-1051027,Andrew Roberts,male   : single,4,10,skilled employee ,31,own,none,yes
PG-1889582,Paul Gonzalez,male   : single,1,3,unskilled ,34,own,none,yes
LC-1705051,Liz Carlisle,male   : single,4,10,unskilled ,61,own,none,yes
DJ-1342045,Denny Joy,male   : single,2,0,skilled employee ,43,for free,none,yes
HK-1489045,Heather Kirkland,female : divorced/separated,4,3,skilled employee ,37,own,yes,yes
HH-5010129,Hilary Holden,male   : single,1,6,skilled employee ,32,own,none,yes
RR-193157,Ralph Ritter,female : divorced/separated,4,3,unskilled ,24,own,none,yes
SH-2063548,Stefanie Holloman,male   : single,1,6,skilled employee ,35,for free,yes,yes
AB-101501402,Aimee Bixby,female : divorced/separated,4,6,skilled employee ,23,own,none,yes
DV-1346527,Dianna Vittorini,male   : single,4,10,unskilled ,45,own,none,yes
RP-985586,Roy Phan,male   : married/widowed,1,6,skilled employee ,34,own,yes,yes
NF-1838582,Natalie Fritzler,male   : single,1,1,skilled employee ,27,own,none,yes
LR-1703548,Lisa Ryan,female : divorced/separated,4,6,management,67,own,yes,yes
DR-1294058,Daniel Raglin,male   : single,1,1,skilled employee ,22,own,none,yes
AF-1087048,Art Ferguson,female : divorced/separated,3,1,skilled employee ,28,own,none,yes
IM-5055106,Ionia McGrath,female : divorced/separated,4,3,skilled employee ,29,own,yes,yes
AS-285108,Alejandro Savely,male   : single,4,6,skilled employee ,27,own,none,yes
DK-1298539,Darren Koutras,male   : single,2,1,unskilled ,31,own,none,yes
RW-1954096,Rick Wilson,male   : single,4,10,skilled employee ,49,for free,yes,yes
EH-418561,Evan Henry,male   : single,4,6,unskilled ,24,rent,none,yes
ML-1739559,Marina Lichtenstein,female : divorced/separated,1,1,skilled employee ,29,own,none,yes
BF-1121593,Benjamin Farhat,male   : single,4,3,skilled employee ,37,for free,yes,yes
MB-730533,Maria Bertelson,male   : single,2,3,management,37,own,yes,yes
KN-164507,Kean Nguyen,female : divorced/separated,2,6,skilled employee ,23,rent,yes,yes
HR-14770102,Hallie Redmond,male   : divorced/separated,3,6,skilled employee ,36,own,none,yes
CK-1276045,Cyma Kinney,male   : single,2,10,skilled employee ,34,own,none,yes
PB-192107,Phillip Breyer,male   : single,1,6,skilled employee ,41,own,yes,yes
AB-16523,Alan Barnes,female : divorced/separated,2,3,skilled employee ,31,own,yes,yes
AA-1048031,Andrew Allen,female : divorced/separated,4,1,unskilled ,23,rent,yes,yes
RO-97803,Rose O'Brian,male   : single,2,6,skilled employee ,38,own,none,yes
AB-101651404,Alan Barnes,female : divorced/separated,4,0,management,26,rent,yes,yes
MR-175457,Mathew Reese,female : divorced/separated,4,3,unskilled ,22,own,none,yes
SP-2092064,Susan Pistek,male   : single,4,10,unskilled ,27,own,none,yes
AH-1046593,Amy Hunt,female : divorced/separated,3,6,skilled employee ,24,own,none,yes
AB-101651408,Alan Barnes,female : divorced/separated,1,6,skilled employee ,27,own,none,yes
AH-105857,Angele Hood,female : divorced/separated,2,3,skilled employee ,33,own,yes,yes
CV-2805134,Cynthia Voltz,male   : divorced/separated,4,1,skilled employee ,27,own,none,yes
JK-1532545,Jason Klamczynski,male   : married/widowed,3,1,unskilled ,27,own,none,yes
RB-943575,Richard Bierner,male   : single,3,10,skilled employee ,30,own,none,yes
AG-52560,Andy Gerbode,male   : single,3,1,unskilled ,49,own,none,yes
AR-1034582,Alex Russell,female : divorced/separated,2,3,skilled employee ,26,rent,none,yes
MW-8220110,Mitch Webber,male   : single,1,1,unskilled ,33,rent,none,yes
AH-21038,Alan Hwang,female : divorced/separated,4,10,management,52,for free,yes,yes
FC-142457,Frank Carlisle,female : divorced/separated,4,3,skilled employee ,20,rent,none,yes
ML-1741027,Maris LaWare,male   : single,2,3,skilled employee ,36,rent,none,yes
TH-212357,Tiffany House,male   : single,1,3,unskilled ,21,own,none,yes
AB-101651406,Alan Barnes,male   : married/widowed,3,3,unskilled ,47,own,yes,yes
TW-2102527,Tamara Willingham,male   : single,3,10,skilled employee ,60,own,none,yes
LT-7110117,Liz Thompson,female : divorced/separated,3,6,unskilled ,58,own,yes,yes
KN-16390139,Katherine Nockton,female : divorced/separated,4,3,skilled employee ,42,rent,yes,yes
HD-1478548,Harold Dahlen,female : divorced/separated,4,10,unskilled ,36,own,none,yes
MC-7575110,Matt Collins,female : divorced/separated,4,3,unskilled ,20,rent,yes,yes
CS-1246058,Chuck Sachs,male   : single,3,10,management,40,own,yes,yes
ME-1732064,Maria Etezadi,female : divorced/separated,1,1,unskilled ,32,own,none,yes
SW-2027564,Scott Williamson,female : divorced/separated,4,6,skilled employee ,23,rent,none,yes
CR-1282051,Cyra Reiten,male   : single,4,3,unskilled ,36,own,yes,yes
HM-14860125,Harry Marie,male   : single,2,6,skilled employee ,31,own,none,yes
CC-247587,Cindy Chapman,male   : single,2,3,skilled employee ,32,for free,none,yes
JM-1525045,Janet Martin,female : divorced/separated,1,1,skilled employee ,45,own,none,yes
PS-18970118,Paul Stevenson,female : divorced/separated,1,3,skilled employee ,30,own,none,yes
CM-1219045,Charlotte Melton,female : divorced/separated,4,6,unskilled ,34,for free,none,yes
QJ-1925564,Quincy Jones,female : divorced/separated,2,3,management,28,own,yes,yes
TS-2150559,Tony Sayre,female : divorced/separated,2,1,skilled employee ,23,own,none,yes
AB-101651402,Alan Barnes,male   : single,4,3,skilled employee ,22,own,yes,yes
KM-1672078,Kunst Miller,male   : single,2,3,management,74,own,yes,yes
SB-2018518,Sarah Brown,female : divorced/separated,4,3,skilled employee ,50,for free,none,yes
MT-1807045,Michelle Tran,male   : single,1,1,skilled employee ,33,own,none,yes
JF-15415139,Jennifer Ferguson,male   : single,4,10,skilled employee ,45,for free,none,yes
MT-807095,Michelle Tran,female : divorced/separated,3,0,skilled employee ,22,own,none,yes
ES-14020120,Erica Smith,female : divorced/separated,4,10,unskilled ,48,for free,none,yes
AB-60042,Ann Blume,female : divorced/separated,2,1,skilled employee ,29,own,none,yes
PS-189707,Paul Stevenson,female : divorced/separated,4,3,skilled employee ,22,rent,none,no
EB-13975139,Erica Bern,female : divorced/separated,1,6,skilled employee ,22,own,none,yes
AF-1087018,Art Ferguson,male   : single,2,3,management,48,own,yes,yes
MC-1742559,Mark Cousins,male   : single,2,3,management,27,for free,none,yes
CC-1268558,Craig Carroll,male   : single,3,3,skilled employee ,37,rent,none,yes
EH-4125134,Eugene Hildebrand,female : divorced/separated,4,3,skilled employee ,21,rent,none,yes
BS-116657,Brian Stugart,male   : divorced/separated,2,3,unskilled ,49,own,none,yes
IM-1507059,Irene Maddox,male   : single,3,6,skilled employee ,27,own,none,yes
SM-1032029,Sean Miller,male   : single,2,3,skilled employee ,32,own,none,yes
DA-1345055,Dianna Arnett,male   : divorced/separated,2,3,skilled employee ,38,own,none,yes
DB-1306045,Dave Brooks,female : divorced/separated,1,1,skilled employee ,22,rent,none,yes
LC-1688582,Lena Creighton,male   : single,4,3,skilled employee ,65,for free,none,yes
TC-2098045,Tamara Chand,male   : single,2,10,skilled employee ,35,own,none,yes
SW-2035059,Sean Wendt,male   : single,2,3,skilled employee ,41,own,yes,yes
JW-1522058,Jane Waco,male   : single,3,6,skilled employee ,29,own,none,yes
DA-1345031,Dianna Arnett,male   : single,4,3,skilled employee ,36,own,yes,yes
CM-1830117,Cari MacIntyre,male   : single,4,10,unskilled ,64,own,none,yes
CS-1184527,Cari Sayre,female : divorced/separated,4,3,skilled employee ,28,own,none,yes
MO-1780051,Meg O'Connel,male   : single,3,3,skilled employee ,44,own,none,yes
CR-1273018,Craig Reiter,male   : single,1,1,skilled employee ,23,own,none,yes
MY-1738096,Maribeth Yedwab,female : divorced/separated,2,1,skilled employee ,19,rent,none,yes
MS-7830110,Melanie Seite,female : divorced/separated,4,1,unskilled ,25,own,yes,yes
SW-207557,Steven Ward,male   : single,4,10,skilled employee ,47,own,yes,yes
HG-1496597,Henry Goldwyn,female : divorced/separated,1,6,skilled employee ,28,own,none,yes
DC-1328551,Debra Catini,male   : single,4,6,skilled employee ,21,own,yes,yes
DL-13315139,Delfina Latchford,female : divorced/separated,3,1,skilled employee ,34,own,none,yes
TH-21235125,Tiffany House,male   : single,2,6,skilled employee ,26,own,yes,yes
JK-15370100,Jay Kimmel,female : divorced/separated,1,0,unemployed,27,own,none,yes
CH-207060,Cathy Hwang,male   : single,4,10,unskilled ,38,own,none,yes
ST-205307,Shui Tom,male   : single,2,3,management,40,own,yes,yes
SP-2092048,Susan Pistek,male   : married/widowed,2,6,skilled employee ,33,own,yes,yes
MH-744033,Mark Haberlin,male   : married/widowed,1,6,management,32,own,yes,yes
MC-1784558,Michael Chen,male   : single,4,1,skilled employee ,27,rent,yes,yes
PW-19030139,Pauline Webber,male   : divorced/separated,2,3,skilled employee ,32,own,none,yes
BS-1159045,Brendan Sweed,female : divorced/separated,2,3,skilled employee ,26,own,none,yes
AD-101801404,Alan Dominguez,male   : single,3,6,skilled employee ,38,for free,none,yes
DO-1343558,Denny Ordway,male   : single,4,3,unskilled ,40,rent,none,yes
SG-2089051,Susan Gilcrest,male   : single,1,6,management,50,for free,yes,yes
JC-161057,Julie Creighton,male   : single,2,3,unskilled ,37,own,none,yes
TB-2119058,Thomas Brumley,male   : single,1,10,skilled employee ,45,own,none,yes
KD-1627059,Karen Daniels,male   : single,4,10,management,42,own,yes,yes
BM-1114059,Becky Martin,male   : single,3,6,skilled employee ,35,own,yes,yes
SV-1078529,Stewart Visinsky,male   : single,4,0,skilled employee ,22,for free,none,yes
AH-1003082,Aaron Hawkins,male   : single,4,10,unskilled ,41,own,none,yes
AD-101801402,Alan Dominguez,male   : single,3,6,skilled employee ,37,own,yes,yes
VP-21760120,Victoria Pisteka,female : divorced/separated,1,3,skilled employee ,28,own,none,yes
EG-13900139,Emily Grady,male   : single,1,10,skilled employee ,41,own,yes,yes
TC-21145102,Theresa Coyne,male   : married/widowed,4,3,skilled employee ,23,rent,none,yes
LR-1691558,Lena Radford,male   : married/widowed,2,3,skilled employee ,23,own,none,yes
AD-101801406,Alan Dominguez,male   : single,2,10,skilled employee ,50,own,none,yes
TH-21550130,Tracy Hopkins,male   : single,1,0,management,35,own,yes,yes
HD-1478527,Harold Dahlen,female : divorced/separated,4,3,unskilled ,50,own,none,yes
TP-2113027,Theone Pippenger,male   : single,2,0,management,27,own,yes,yes
